"Text","Binary_Sentiment","Cont_Sentiment"
"they also meet the future darth vadar , anakin skywalker ( jake lloyd ) star wars is largely a failure in all the major areas of filmmaking   script , direction and characters  and jake lloyd looks at everyone with hateful eyes and delivers his lines in a bored voice","0.0","-48.7548751831"
"every morning and evening , carlos nunez ( jay hernandez ) takes a two hour bus ride in order to attend pacific high school as carlos , hernandez is a revelation","0.0","-75.5311737061"
"all is well until he meets nicole oakley ( kirsten dunst ) , the daughter of a rich congressman ( bruce davison ) cute as a button dunst forces the viewer to share the pain beneath nicole's behavior","0.0","-30.3882637024"
"all is well until he meets nicole oakley ( kirsten dunst ) , the daughter of a rich congressman ( bruce davison )","0.0","-30.9638347626"
"the fight scenes between jason scott lee and kurt russell seem laboured , slow and sluggish , and could have done with better choreography  russell who is usually a good actor in b grade action flicks is unusually hampered by his character ?","0.0","-22.4625415802"
"sergeant todd , who seems more like a sergeant toad","0.0","-6.25343418121"
"the fight scenes between jason scott lee and kurt russell seem laboured , slow and sluggish , and could have done with better choreography","1.0","68.9170684814"
"tim robbins and martin lawernce team up in this road movie comedy","1.0","48.7046279907"
"this film should really be called beverly hills midnight run there's lawernce with his wisecracking and heavy profanity , just like eddie murphy in beverly hills cop , and pratically the same idea as midnight run  lawerence gives a good eddie murphy performance , and robbin's is alright aswell","0.0","-60.8051300049"
"even the credit sequence seemed to be out of a steve martin , or chevy chase , eighties comedy  in planes , trains and automobiles , there was real chemistry between steve martin and john candy","1.0","76.7057800293"
"in planes , trains and automobiles , there was real chemistry between steve martin and john candy","1.0","86.3727874756"
"woody harrelson gives an excellent performance","0.0","-9.10199832916"
"larry flynt's wife , althea leasure is played by courtney love larry meets althea at one of his clubs , and they fall in love ( a very sexual and open love ) courtney love obviously has a great understanding for althea's situation , as she is brilliant in portraying althea in every respect","0.0","-30.4822654724"
"edward norton plays flynt's lawyer , alan isaacman","1.0","55.5028457642"
"rush hour features jackie chan in his first u what makes rush hour work so damn well is the chemistry between the energetic chan and the absolutely hilarious tucker tucker mouths off to chan at every given opportunity (   i'm michael jackson , you tito    ) , and chan delivers a few zingers of his own , as well as some terrific fight scenes a particular fight scene in a chinese office , where chan and tucker duke it out with the bad guys , is funny and energetic at the same time  chandelivers yet another fantastic stunt for the fans with a 10 story drop","1.0","12.0484619141"
"of course , the fbi is upset that he'll be interfering in their investigation , and stick him with an lapd office with a big mouth  of course , that's chris tucker what makes rush hour work so damn well is the chemistry between the energetic chan and the absolutely hilarious tucker tucker mouths off to chan at every given opportunity (   i'm michael jackson , you tito a particular fight scene in a chinese office , where chan and tucker duke it out with the bad guys , is funny and energetic at the same time","1.0","102.330749512"
"bob the happy bastard's quickie review  rush hourso what's the problem with 48 hours clones these days ?they always try for the same thing that eddie murphy and nick nolte had","0.0","-121.178039551"
"bob the happy bastard's quickie review  rush hourso what's the problem with 48 hours clones these days ?they always try for the same thing that eddie murphy and nick nolte had","0.0","-121.178039551"
"the last line ( or near to that honor ) is the great butler , alfred ( the ubergod , michael gough ) saying ,   i think we need a bigger bat cave ,   or something to that note","0.0","-61.502456665"
"meanwhile , another villain shows up , poison ivy ( uma ! )","0.0","-22.6850128174"
", who was a dorky scientist chick working on flowers in south america with a twistet scientist ( john glover ) who kills her when she finds out he's used her research to develop an uberman , bane , who is basically a man pumped with chemicals which probably killed any personality he ever had","0.0","-155.572250366"
"meanwhile , in an unfinished subplot , bruce ( batman's alter ego , if you forgot ) has been dating the lovely julie madison ( the even lovlier elle macpherson ) who wants a commitment after a year but he says nothing","0.0","-50.6375083923"
"for all this , i can't even comment on george clooney as batman   i hardly saw the guy !","0.0","-70.2588195801"
"and when i did , he had horrible dialogue to say","0.0","-119.408859253"
"one wouldn't think that two genuine movie stars , antonio banderas ( evita ) and rebecca de mornay ( hand that rocks the cradle ) , and the acerbic comic genius dennis miller (   saturday night live   ) would be involved in such a celluloid backfire as this turkey  not only are they in it , however , but de mornay executive produced it  regardless of motive , de mornay and banderas strip down and have sex several times in what passes for eroticism  suspense at its very derivative !","0.0","-67.3198928833"
"as stated before , never talk to strangers is a poor excuse for a film whose sole purpose seems to be exploiting banderas and de mornay's bodies as often as possible","0.0","-117.313156128"
"one wouldn't think that two genuine movie stars , antonio banderas ( evita ) and rebecca de mornay ( hand that rocks the cradle ) , and the acerbic comic genius dennis miller (   saturday night live   ) would be involved in such a celluloid backfire as this turkey  regardless of motive , de mornay and banderas strip down and have sex several times in what passes for eroticism  suspense at its very derivative !","0.0","-61.9985809326"
"as stated before , never talk to strangers is a poor excuse for a film whose sole purpose seems to be exploiting banderas and de mornay's bodies as often as possible","0.0","-117.313156128"
"one wouldn't think that two genuine movie stars , antonio banderas ( evita ) and rebecca de mornay ( hand that rocks the cradle ) , and the acerbic comic genius dennis miller (   saturday night live   ) would be involved in such a celluloid backfire as this turkey  comedian dennis miller is completely wasted here ( he's not given lines that are suitable for his persona ) and doesn't even appear all that much","0.0","-83.0048370361"
"then one day his father ( ralph cotterill ) appears","0.0","-104.386405945"
"he is the premise for bad boy bubby , a defiantly original australian movie about a man called bubby ( nicholas hope ) who has spent his entire life in an awful little apartment , etc","0.0","-90.1390533447"
"he is , however , rather pleased at renewing his acquaintance with the mother ( claire benito ) , and , more to the point , her ample breasts","1.0","5.70900392532"
"he is seduced by a young woman from a salvation army band ( how an anti social half wit with no sense of hygiene manages to get laid mere hours after his escape is not the sort of question the film encourages , wisely )   he is given free pizza by a sympathetic waitress   he insults a traffic cop and is punched in the stomach   he shares a few beers in the back of a truck with a rock group   he is imprisoned and raped   he becomes a translator for mentally handicapped people whose speech is impaired beyond comprehension   he is loved by a motherly large breasted nurse ( carmel johnson )","1.0","2.73734545708"
"an occurrence of freakish solar activity allows police detective john sullivan ( james caviezel ) to speak to his fireman father frank sullivan ( dennis quaid ) through a ham radio , despite the fact that frank has been dead for 30 years","0.0","-54.4429130554"
"an occurrence of freakish solar activity allows police detective john sullivan ( james caviezel ) to speak to his fireman father frank sullivan ( dennis quaid ) through a ham radio , despite the fact that frank has been dead for 30 years","0.0","-54.4429130554"
"the film wishes to paint its central character as a hero , but the viewer's only response to his   heroism   is intellectual   william wallace ( producer director mel gibson ) is fighting for freedom and against tyranny , so we have to root for him  gibson portrays wallace in such a way that the audience cannot relate to him or identify with him","0.0","-10.3452243805"
"mother and daughter , played in a brilliant performance by parker posey , are both varying degrees of wacko the chemistry between parker posey and josh hamilton is nothing short of amazing","0.0","-71.4862213135"
"the chemistry between parker posey and josh hamilton is nothing short of amazing","0.0","-104.001304626"
"as the two twins' younger brother , anthony , freddie prinze jr","0.0","-2.14415764809"
"she explains to marty's new fiancee , lesly ( tori spelling ) , soon after their first meeting that jackie o was holding marty's private part when she came out of the womb","0.0","-8.13456630707"
"the long kiss goodnight ( r ) meryl streep tried it and failed what makes her so effective and why she should succeed where streep and lee failed is that she doesn't take herself too seriously","0.0","-104.818954468"
"even pamela anderson lee made an attempt but fell flat on her well bared assets","0.0","-90.6550827026"
"however , geena davis could very well become the first bankable american female action star with the long kiss goodnight , a preposterous but incredibly fun action thriller directed by her husband , renny harlin davis plays samantha caine , a mousy suburban school teacher and mother whose memories only go back eight years but there's no argument that the more unbelievable sequences are original and entertaining as hell   who can resist the sight of davis tossing her daughter from a hole in her house into the nearby treehouse or chasing after a car while ice skating ?jackson and davis make a good team as good as he is , the one who should benefit the most from this project is davis , who shows much promise as an action heroine but should the public embrace the film and , in turn , the notion of a kick ass female , davis could have found her special niche it seems as if davis and harlin's first collaboration , the middling pirate epic cutthroat island , was just a dress rehearsal ( albeit a very costly one ) for long kiss , in which the wife husband team hit their action stride","0.0","-48.4528198242"
"with the help of ethically questionable private detective mitch hennessey ( samuel l","1.0","4.18905258179"
"he meets a slinky young woman ( joan chen ) and has a torrid night of lovemaking with her    and then manages to witness her death at the hands of an evil ninja clan and their leader ( john lone )","0.0","-101.764450073"
"he meets a slinky young woman ( joan chen ) and has a torrid night of lovemaking with her    and then manages to witness her death at the hands of an evil ninja clan and their leader ( john lone )","0.0","-101.764450073"
"lambert eventually finds pseudo safety with a long haired modern day samurai ( yoshio harada ) and his partner    yoko shimada , who you may remember as lady toda buntaro in shogun","0.0","-72.3985290527"
"it has a tender moment between   forbidden lovers   ben affleck and liv tyler , with , with , animal crackers !","0.0","-20.8735389709"
"and it has will patton as a long lost husband trying to reunite with his separated wife and child , who thinks he's a salesman !","1.0","12.0001449585"
"gurgle ,   sniff   , awwwww","0.0","-2.80260562897"
"it has a tender moment between   forbidden lovers   ben affleck and liv tyler , with , with , animal crackers !","0.0","-20.8735389709"
"and it has will patton as a long lost husband trying to reunite with his separated wife and child , who thinks he's a salesman !","1.0","12.0001449585"
"gurgle ,   sniff   , awwwww  any film that could take the indie films' most valuable talents , and throw it all away with a bruce willis vehicle , a hundred million dollar budget , but have cheap o sets and lousy special effects , is , bottom line , living proof that hell exists , and has made a multi picture deal with universal","1.0","18.768913269"
"and it has steve buscemi as a  genius  who wants to work for an oil rig ?","0.0","-46.9776306152"
"knee slap !","1.0","0.192669510841"
"!","1.0","0.203125596046"
"isn't this just so , so , funny !","1.0","15.6285953522"
"?","0.0","-0.293994903564"
"armageddon also has romance , with a capital   r    and it has steve buscemi spewing more one liners about minors and strippers  like , drill , darn it , drill !","1.0","95.3669281006"
"!","1.0","0.203125596046"
"!","1.0","0.203125596046"
"and , let's have inept people destroy the mir space station !","0.0","-14.4401741028"
"!","1.0","0.203125596046"
"can't you hear your heart beating !","1.0","117.425857544"
"?","0.0","-0.293994903564"
"and steve buscemi goes crazy and starts shooting at people !","1.0","21.7194709778"
"!","1.0","0.203125596046"
"what drama !","1.0","22.3813056946"
"!","1.0","0.203125596046"
"lastly , armageddon is out there to save the planet , with a capital   p","0.0","-76.8947296143"
"it stars bruce willis , who has a hundred one liners !","1.0","62.5517807007"
"it has a tiny rock land directly in the middle of a heated argument in new york city !","1.0","134.34274292"
"!","1.0","0.203125596046"
"and , chuckle , chuckle , one of those new yorkers ,  survives  , with charcoal all over his face !","1.0","53.9040298462"
"!","1.0","0.203125596046"
"snorkle ,   sniff   , hiccup  any film that could take the indie films' most valuable talents , and throw it all away with a bruce willis vehicle , a hundred million dollar budget , but have cheap o sets and lousy special effects , is , bottom line , living proof that hell exists , and has made a multi picture deal with universal","1.0","18.768913269"
"ben affleck displayed his comedic talents in dogma and boiler room , and even on saturday night live directly after the horrible forces of nature and 200 cigarettes  we have all seen ben affleck have some fun on the set , it is so apparent in a number of scenes in good will hunting when he exchanges jokes with his friends at a bar  the story follows a man , rudy ( ben affleck ) , who is leaving prison in a few days along with his best friend and cellmate nick ( james frain )","0.0","-80.1964874268"
"even charlize theron , who i was convinced couldn't act , did a decent job in cider house rules  nick has been exchanging love letters with a beautiful woman , ashley ( charlize theron ) , and cannot wait to leave prison and meet her in person","0.0","-59.0043869019"
"reindeer games is the complete opposite   the actors don't seem to want to be their characters ( even danny trejo , who will do practically anything , doesn't look like he is enjoying himself ) , causing the audience to quickly lose interest","0.0","-73.4937973022"
"the story follows a man , rudy ( ben affleck ) , who is leaving prison in a few days along with his best friend and cellmate nick ( james frain )","0.0","-105.045883179"
"capsule review   a question   after the floating baby ruth that was waterworld , what in the      were the hollywood execs who gave kevin costner the money to make another post apocalyptic movie thinking ?","0.0","-105.088378906"
"in this 3 hour advertisement for his new hair weave , costner plays a nameless drifter who dons a long dead postal employee's uniform and gradually turns a nuked out usa into an idealized hippy dippy society","0.0","-52.1640930176"
"it seems that star humphry bogart spend about 85 percent of the movie with various leaders of the nation instead of with ingred bergman","0.0","-30.3623313904"
"it seems that star humphry bogart spend about 85 percent of the movie with various leaders of the nation instead of with ingred bergman","0.0","-30.3623313904"
"hey , hollywood , how about this   a remake with harrison ford and anne heche ?now that would be a classic","0.0","-99.5631103516"
"hey , hollywood , how about this   a remake with harrison ford and anne heche ?now that would be a classic","0.0","-99.5631103516"
"inheriting the mantle from last year's   winner ,   matthew mcconaughey , is matt damon , and , like mcconaughey , he proves to be more than just a fresh young face , as evidenced in two radically different projects currently in release  john grisham's the rainmaker and good will hunting damon has his first major starring role , a la mcconaughey , in a john grisham adaptation  in this case , francis ford coppola's take on the rainmaker","0.0","-44.5797653198"
"inheriting the mantle from last year's   winner ,   matthew mcconaughey , is matt damon , and , like mcconaughey , he proves to be more than just a fresh young face , as evidenced in two radically different projects currently in release  john grisham's the rainmaker and good will hunting damon has his first major starring role , a la mcconaughey , in a john grisham adaptation  in this case , francis ford coppola's take on the rainmaker damon plays wet behind the ears attorney rudy baylor , who , immediately after passing the bar exam , finds himself representing the mother ( mary kay place ) of a terminally ill young man ( john whitworth ) in a big league suit against a negligent insurance company then , of course , there is damon , who nicely juggles the weighty ( the insurance case , the spousal abuse ) and the humorous ( rudy's often comical naivete ) requirements of his role without missing a beat as good as he is in the rainmaker , damon showcases the depth of his talent in good will hunting , directed by gus van sant and written by actor ben affleck and damon himself damon plays the title character , will hunting , a troubled young construction worker janitor at mit who also happens to be a supergenius good will hunting is the touchy feely enterprise its plot synopsis suggests , but to simply dismiss it as that would be to discount the true emotional chords affleck and damon's intelligent script touches the clear standout in the cast , though , is damon , who bravely does not soften will's prickly nature but has such a natural ease with the audience that it is hard  not  to care for him so many names come and go with the fluctuations of the hollywood hype machine , but based on his impressive work in john grisham's the rainmaker and especially good will hunting , it is a safe bet that matt damon is one name we will be hearing a lot more of in the years to come","0.0","-44.5797653198"
"damon plays wet behind the ears attorney rudy baylor , who , immediately after passing the bar exam , finds himself representing the mother ( mary kay place ) of a terminally ill young man ( john whitworth ) in a big league suit against a negligent insurance company while rudy's ( and the film's ) main concern is this case , he also finds time to protect a young wife ( claire danes ) from her abusive husband ( melrose placer andrew shue , in a mercifully brief role )","0.0","-66.9221954346"
"inheriting the mantle from last year's   winner ,   matthew mcconaughey , is matt damon , and , like mcconaughey , he proves to be more than just a fresh young face , as evidenced in two radically different projects currently in release  john grisham's the rainmaker and good will hunting damon has his first major starring role , a la mcconaughey , in a john grisham adaptation  in this case , francis ford coppola's take on the rainmaker damon plays wet behind the ears attorney rudy baylor , who , immediately after passing the bar exam , finds himself representing the mother ( mary kay place ) of a terminally ill young man ( john whitworth ) in a big league suit against a negligent insurance company so many names come and go with the fluctuations of the hollywood hype machine , but based on his impressive work in john grisham's the rainmaker and especially good will hunting , it is a safe bet that matt damon is one name we will be hearing a lot more of in the years to come","0.0","-44.5797653198"
"coppola's most notable  and effective  contribution to the tried and true grisham formula is a sense of humor about itself , which largely comes in the presence of danny devito ( as rudy's unlicensed co counsel ) and golden globe nominee jon voight ( as the insurance company's hotshot attorney )","1.0","46.4059066772"
"not to be outdone in her quest to regain the attention of john proctor ( daniel day lewis ) , abigail ( winona ryder ) suddenly seizes a chicken , beats it against the ground and smears her face and lips with the fresh blood","0.0","-46.1482315063"
"not to be outdone in her quest to regain the attention of john proctor ( daniel day lewis ) , abigail ( winona ryder ) suddenly seizes a chicken , beats it against the ground and smears her face and lips with the fresh blood","0.0","-46.1482315063"
"abigail seizes on this opportunity to rid herself of her rival for john proctor's love , his wife elizabeth ( joan allen ) , by including her among those accused of witchcraft","0.0","-123.507484436"
"paul scofield is fine as the overzealous judge danforth , but the incessant moral posturings of all the characters along with the recurrent histrionics of the young girls pricks at the nerves","1.0","36.1241111755"
"i've never been a member of the robin williams fan club in his films , williams has often tried to balance his mania with touchy feely emotion , leading to wildly uneven performances doubtfire seemed ready made for the same problems , but instead it proves to be williams' best comic screen project yet williams stars as daniel hillard , a cartoon voiceover artist with a penchant for irresponsible behavior after getting off to a slow start involving too much of williams' riffing , mrs clearly , most of the credit for doubtfire's success goes to robin williams it took putting him in drag , but for once he plays a comic character that isn't just robin williams with a different name the supporting players merely step aside and allow williams to do his thing and it's nice to see robin williams just act for a change","0.0","-77.150604248"
"one such incident proves one too many for wife miranda ( sally field ) , and she files for a divorce as miranda , sally field is solid in a background role , and pierce brosnan is nicely understated as stu","1.0","42.0238838196"
"he turns to his brother frank ( harvey fierstein ) , a theatrical makeup artist , and emerges as euphegenia doubtfire , a matronly 65 year old englishwoman","0.0","-87.6440200806"
"daniel uses his access to the house to keep an eye on miranda's flirtation with a wealthy client ( pierce brosnan ) , to spend time with the children , and to learn something about responsible parenting , all the while trying to keep his identity hidden from the people who know him best as miranda , sally field is solid in a background role , and pierce brosnan is nicely understated as stu","0.0","-5.18945741653"
"the children are also good , although mara wilson is almost oppressively cute as the youngest","0.0","-21.9125461578"
"it's also a depressing waste of talent , with the solid team of michael keaton and andy garcia unthankfully thrown thankless lead roles , not to mention once cool director barbet schroeder sadly continuing his string of not cool flicks    this thriller is more   before and after   than   reversal of fortune  even worse , the only compatible donor is violent sociopath peter mccabe ( michael keaton ) , currently serving a life sentence for multiple murders and other various crimes against society  there are countless scenes where the good guys catch up to keaton only to have him grab a hostage and get away  cast against type , michael keaton's understated menace is highly effective","0.0","-126.61668396"
"it's also a depressing waste of talent , with the solid team of michael keaton and andy garcia unthankfully thrown thankless lead roles , not to mention once cool director barbet schroeder sadly continuing his string of not cool flicks    this thriller is more   before and after   than   reversal of fortune  san francisco cop frank connor ( garcia ) is a single parent with a troubling dilemma    his son matt ( joseph cross ) is stricken with cancer which only a bone marrow transplant can push into remission  also , the movie is so intent on giving you a hoot inducing , lip smacking villain ( the ads have compared peter mccabe to hannibal lechter , natch ) that it completely casts garcia's frank connor by the dullsville wayside     desperate measures   appears to like its antagonist so much more than its protagonist , and the movie's head scratcher of a send off confirms this  although he's not given much believable to work with , andy garcia plays off a taut emotional chord","0.0","-121.163879395"
"san francisco cop frank connor ( garcia ) is a single parent with a troubling dilemma    his son matt ( joseph cross ) is stricken with cancer which only a bone marrow transplant can push into remission  joseph cross , as garicia's ailing son , is surprisingly unsentimental , and marcia gay harden lends solid support as a doctor who becomes a major player in the unfolding chaos","0.0","-23.4267215729"
"when he does make a run for it , connor offers close pursuit , but for different reasons than his superiors ( including the crusty brian cox )    they want to take mccabe down , while connor needs to keep him alive , or all hope is lost for his little boy","0.0","-22.7444953918"
"joseph cross , as garicia's ailing son , is surprisingly unsentimental , and marcia gay harden lends solid support as a doctor who becomes a major player in the unfolding chaos","1.0","77.6091461182"
"that character is steve rubell , played with more perceptiveness by mike myers than this limp production deserves  steve rubell is the owner of studio 54 , and if christopher had focused on him , then myers could have forced a good film out of this wreck all by himself  only myers , by sheer force of talent , manages to rise above christopher's wading pool of a script  rubell has been written just as depthless as the rest of the characters , but myers is good enough to inject subtleties that help round out the performance  in fact , myers is the sole reason to see 54 , and all it really does is make you wish that the film had revolved around him  aside from myers' performance , 54 is a complete failure","0.0","-15.213804245"
"alas , we are instead guided to endure the trials of a young man named shane ( ryan phillippe ) , a going nowhere new jersey teen who gets a job in the club , thanks to rubell's homosexual impulses   ( some of the scenes with his father border on interesting , while heather matarazzo , who plays his sister , pushes phillippe off the screen  and phillippe has almost no presence whatsoever   this performance pales in comparison to mark whalberg's star making role in boogie nights","0.0","-101.595046997"
"it's here that he meets his friends , the array of uninteresting characters   his co worker , greg ( brecklin meyer ) , his wife , anita ( salma hayek ) , and , of course , the love interest , julie black ( neve campbell )  meyer is endearing , but allowed to be no deeper than cardboard","0.0","-90.1784362793"
"it's here that he meets his friends , the array of uninteresting characters   his co worker , greg ( brecklin meyer ) , his wife , anita ( salma hayek ) , and , of course , the love interest , julie black ( neve campbell )  hayek is an energetic , talented young actress , and does almost nothing here","0.0","-86.7064208984"
"it's here that he meets his friends , the array of uninteresting characters   his co worker , greg ( brecklin meyer ) , his wife , anita ( salma hayek ) , and , of course , the love interest , julie black ( neve campbell )  why his   friends   push him into drugs is never really explained , but the fact that they are   friends   is questioned only is superficial ways ( greg gets really mad at shane because he's been elevated to bartender status )  campbell is a talented actress , but she needs a role that gives her a little depth  he seems dumb and misguided , and his voice never changes tone","0.0","-103.271636963"
"1 ) we never see how cesar ( antonio banderas ) and vince ( woody harrelson ) meet","0.0","-197.240936279"
"1 ) we never see how cesar ( antonio banderas ) and vince ( woody harrelson ) meet","0.0","-197.240936279"
"3 ) the third character on the trip , grace ( lolita davidovich ) stands in the way","0.0","-50.4973068237"
"vince is convinced that he sees jesus on a regular basis , cesar yells at the sky in spanish when he is angry , and grace tries to sell her inventions to hotel owner robert wagner","0.0","-75.4113769531"
"bo dietl ( pronounced deedle , baldwin ) is one tough cop , a guy who is being investigated by hardass fbi agents due to his association with the ny mafia  baldwin , though he occasionally slips into an impression of his brother alec , does a fine job as one tough cop","0.0","-71.8718414307"
"on top of that problem , he has a drunk , gambling addicted partner ( penn ) who has a penchant for collecting parking tickets ( i guess cops aren't immune ? )","0.0","-109.201927185"
"penn , who also slips into an impression of his brother sean , is even better as a loser tough guy cop","1.0","6.47630357742"
"then , throw into the mix the femme fatale ( gershon )","0.0","-166.77130127"
"aside from being asked to accept michael mcglone as a mafioso ( an insult if you ask me ) the performances were pretty good  it screams sidney lumet all over the place , perhaps because it was produced by marty and michael bregman , producers of lumet's dog day afternoon and serpico","0.0","-40.0354614258"
"a rapist ( matt frewer ) responds to supergirl's ( helen slater ) query as to why she's being attacked , an example of the mind numbingly bad dialogue in supergirl","0.0","-134.638671875"
"a rapist ( matt frewer ) responds to supergirl's ( helen slater ) query as to why she's being attacked , an example of the mind numbingly bad dialogue in supergirl  one day the founder of argo city , zaltar ( peter o' toole ) , gives the omegahedron to superman's cousin , kara ( helen slater ) , for use as inspiration in her art  it's all too obvious that helen slater is hooked to wires  helen slater effectively portrays supergirl as the innocent , naive character she's written to be , as she's able to gaze at flowers and bunnies with the right amount of genuine wonder to make it believable","0.0","-139.663391113"
"i know it's hated amongst the superman faithful who dismiss it as nothing more than a vehicle for richard pryor , but i still think it's a worthy addition to the man of steel franchise","1.0","53.6458358765"
"one day the founder of argo city , zaltar ( peter o' toole ) , gives the omegahedron to superman's cousin , kara ( helen slater ) , for use as inspiration in her art  the power source travels directly to earth and lands in the bowl of dip belonging to a minor league witch named selena ( faye dunaway ) who , immediately before her dip was ruined , announced her desires to rule the world to her sometimes warlock boyfriend nigel ( peter cook )  faye dunaway and peter o'toole ham it up unmercifully , however when o'toole overacts he's entertaining and when dunaway does it she's annoying ( her character actually says the line   seize them !","0.0","-71.6087036133"
"at one point )  dunaway's henchmen ( played by peter cook and brenda vaccaro ) fare much better , with vaccaro coming off best as the equivalent of ned beatty's otis character from the first two superman movies  the additions mainly consist of scene extensions which don't add much of note , except for a few moments which lengthen peter o'toole's screen time ( particularly during his latter appearances )","0.0","-40.5362625122"
"the power source travels directly to earth and lands in the bowl of dip belonging to a minor league witch named selena ( faye dunaway ) who , immediately before her dip was ruined , announced her desires to rule the world to her sometimes warlock boyfriend nigel ( peter cook )  faye dunaway and peter o'toole ham it up unmercifully , however when o'toole overacts he's entertaining and when dunaway does it she's annoying ( her character actually says the line   seize them !","0.0","-141.346755981"
"at one point )  dunaway's henchmen ( played by peter cook and brenda vaccaro ) fare much better , with vaccaro coming off best as the equivalent of ned beatty's otis character from the first two superman movies","0.0","-27.7766208649"
"the film stars eddie murphy as a mystical ish figure named g on a strange journey of some sort when he comes across two network execs ( jeff goldblum and kelly preston ) with a flat tire on their hands  murphy lends nothing to his character and poor goldblum looks as if he'd rather be someplace else","0.0","-109.171051025"
"the film stars eddie murphy as a mystical ish figure named g on a strange journey of some sort when he comes across two network execs ( jeff goldblum and kelly preston ) with a flat tire on their hands  at this point in the movie , of course , morality comes into play , particularly on goldblum , who suddenly feels he can market the magical g into megabucks to get in good with his boss ( robert loggia )  murphy lends nothing to his character and poor goldblum looks as if he'd rather be someplace else","0.0","-111.349861145"
"the film stars eddie murphy as a mystical ish figure named g on a strange journey of some sort when he comes across two network execs ( jeff goldblum and kelly preston ) with a flat tire on their hands","0.0","-122.395675659"
"somehow he ends up in their car and on their channel , a line up of infomercial programs featuring the likes of betty white , morgan fairchild , and a slew of other celebrities and nameless figures  only a real zippy sequence involving frying morgan fairchild's face seems to have any interest in the movie","0.0","-14.9560050964"
"somehow he ends up in their car and on their channel , a line up of infomercial programs featuring the likes of betty white , morgan fairchild , and a slew of other celebrities and nameless figures","0.0","-21.939655304"
"in this new 1998 version of great expectations a poor florida lad named finn ( ethan hawke ) with a talent for drawing has an early memory of helping an escaped convict ( robert de niro ) ethan hawke is romantic lead  )hawke plays a lovestruck , earnest and unchanged finn throughout the film","0.0","-44.8693161011"
"in this new 1998 version of great expectations a poor florida lad named finn ( ethan hawke ) with a talent for drawing has an early memory of helping an escaped convict ( robert de niro )  dinsmoor , while robert de niro carries off the convict part suitably","0.0","-31.701461792"
"but soon the focus of finn's life becomes romance , as he develops a lifelong infatuation with estella ( gwyneth paltrow ) , an upper crust girl with some psychological and emotional issues due to being raised in a dysfunctional environment now in great expectations he gets to chase gwyneth paltrow , a rail thin blonde meanwhile paltrow portrays estella as alternating between infuriating tease and ice princess   estella's whole purpose is to get men to fall in love and then hurt them rather than become intimate","0.0","-47.2069244385"
"dinsmoor ( anne bancroft ) , an eccentric , aged and embittered , man hating single aunt whose groom left her abandoned at the altar on the day of her marriage anne bancroft goes a little overboard as the deranged and pessimistic ms","1.0","72.6740341187"
"iron monkey ( actually a reissue of a 1993 film ) is the story of a 19th chinese vigilante ( rongguang yu ) , fighting with his own unique style of shaolin kung fu for the rights of the oppressed and the bellies of the hungry","0.0","-56.5952911377"
"unlike drunken master 2 , which stars jackie chan as an adult fei hong , iron monkey finds a much younger fei hong ( sze man tsang ) and his father wong kei ying ( yen chi dan ) thrust into the middle of iron monkey's fight against oppression","0.0","-61.1159210205"
"but too often hollywood gets it wrong , even when they pay off chinese directors iron monkey ( actually a reissue of a 1993 film ) is the story of a 19th chinese vigilante ( rongguang yu ) , fighting with his own unique style of shaolin kung fu for the rights of the oppressed and the bellies of the hungry but it is also a piece of the narrative of legendary chinese film hero wong fei hong , most recently seen in one of the most overlooked , and possibly best films of 2000 , drunken master 2 ( released in the u unlike drunken master 2 , which stars jackie chan as an adult fei hong , iron monkey finds a much younger fei hong ( sze man tsang ) and his father wong kei ying ( yen chi dan ) thrust into the middle of iron monkey's fight against oppression  at times , fighting styles , especially that of monkey himself , do devolve into the ridiculous twinkle toed floating of films like crouching tiger , hidden dragon , director yuen wo ping eventually remembers to bring his action scenes back to earth iron monkey is at its heart a hardcore , kung fu action film rather than any kind of drama a la crouching tiger however , there are brief moments of profoundness shared between characters , such as those that pass between our outlaw hero and his good hearted but misguided enemy , chief fox while in no way the equal of a masterpiece like drunken master 2 , iron monkey dances quite nicely to the invading kung fu tune","0.0","-74.0596466064"
"it's not a pretty death , and it's leaving the likes of schwartznager , stallone , and van damme wearing cement galoshes at the bottom of a kung fu sea","0.0","-47.5543823242"
"it's not a pretty death , and it's leaving the likes of schwartznager , stallone , and van damme wearing cement galoshes at the bottom of a kung fu sea","0.0","-47.5543823242"
"first troy beyer wrote the critically panned   b  the basic story follows three single friends    jazz ( beyer ) , lena ( randi ingerman ) , and michelle ( paget brewster )    in their search for love  i'll give beyer one more strike , and then she's out","0.0","-97.8343658447"
"the basic story follows three single friends    jazz ( beyer ) , lena ( randi ingerman ) , and michelle ( paget brewster )    in their search for love","0.0","-134.504058838"
"the basic story follows three single friends    jazz ( beyer ) , lena ( randi ingerman ) , and michelle ( paget brewster )    in their search for love","0.0","-134.504058838"
"wild things is a suspenseful thriller starring matt dillon , denise richards , and neve campbell that deals with all the issues   sex , love , murder , and betrayal neve campbell , who most people relate to scream and scream 2 , plays blue bay outcast suzie toller","0.0","-2.69522476196"
"wild things is a suspenseful thriller starring matt dillon , denise richards , and neve campbell that deals with all the issues   sex , love , murder , and betrayal playing kelly van ryan is denise richards denise richards , still hot off the press from starship troopers , gives the most interesting performance in the entire film","0.0","-15.8612127304"
